category_list,market,funding_total_usd,status,country_code,funding_rounds,founded_at,first_funding_at,last_funding_at,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,product_crowdfunding,market_missing,category_missing,country_missing,Startup_age,days_to_funding,funding_duration_days,funding_per_round,single_funding_event,funding_stage_reached,has_institutional_vc
|Education|, Education ,50000.0,closed,SGP,1.0,2011-01-01,2011-01-01,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,0.0,0.0,50000.0,1,1,0
|Finance Technology|Finance|, Finance Technology ,532000000.0,operating,missing,1.0,1995-02-01,2014-04-02,2014-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,31.0,7000.0,0.0,532000000.0,1,0,0
|Games|, Games ,40000000.0,operating,IND,1.0,1999-04-01,2014-07-04,2014-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27.0,5573.0,0.0,40000000.0,1,0,1
missing,missing,,operating,SAU,1.0,2012-03-05,2012-12-25,2012-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,14.0,295.0,0.0,,1,0,0
|E-Commerce|, E-Commerce ,1527043.0,operating,AUS,1.0,2014-03-01,2011-01-01,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,0.0,0.0,1527043.0,1,2,1
|Software|, Software ,32165.0,operating,BGR,1.0,2012-01-01,2013-09-18,2013-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,626.0,0.0,32165.0,1,1,0
|Promotional|Internet|Discounts|Local Coupons|Curated Web|, Curated Web ,80570.0,acquired,GBR,1.0,2011-02-01,2011-02-01,2011-02-01,0.0,0.0,0.0,0.0,80570.0,0.0,0.0,0,0,0,15.0,0.0,0.0,80570.0,1,0,0
|Creative|Social Media|Networking|Design|Curated Web|, Curated Web ,,operating,USA,1.0,2009-04-29,2012-07-31,2012-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,1189.0,0.0,,1,0,0
|Real Estate|, Real Estate ,,operating,USA,1.0,1984-06-01,2013-12-29,2013-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,42.0,10803.0,0.0,,1,0,0
|Software|, Software ,2710014.0,operating,USA,1.0,2002-01-01,2014-01-21,2014-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,4403.0,0.0,2710014.0,1,1,0
|Hospitality|, Hospitality ,2000.0,operating,USA,1.0,2014-04-30,2014-04-27,2014-04-27,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,0.0,0.0,2000.0,1,0,0
|Publishing|Sales and Marketing|Mobile|Advertising|, Publishing ,,operating,USA,1.0,2010-06-01,2011-09-19,2011-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,475.0,0.0,,1,0,0
|Web Development|, Web Development ,30000000.0,operating,missing,2.0,,2014-04-01,2014-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,227.0,15000000.0,0,3,1
|Software|, Software ,1225000.0,operating,missing,3.0,2013-06-01,2013-06-15,2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,13.0,14.0,259.0,408333.3333333333,0,1,0
missing,missing,,operating,missing,1.0,,2009-09-30,2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,0.0,,1,0,0
|Mobile|, Mobile ,1000000.0,operating,missing,1.0,,2014-03-01,2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,0.0,1000000.0,1,2,1
|Advertising|Curated Web|, Advertising ,10000000.0,operating,CHN,2.0,2011-01-01,2011-01-01,2014-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,0.0,1163.0,5000000.0,0,3,1
|Mobile|, Mobile ,20000000.0,operating,CHN,2.0,,2011-02-01,2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,303.0,10000000.0,0,3,1
|Games|, Games ,10000000.0,operating,CHN,1.0,,2006-08-01,2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,10000000.0,1,2,1
|Social Media|Media|News|Sports|, News ,16000000.0,operating,CHN,1.0,,2014-07-14,2014-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,16000000.0,1,0,1
|Software|, Software ,5100000.0,operating,IND,1.0,2001-01-01,2007-10-03,2007-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25.0,2466.0,0.0,5100000.0,1,3,1
|Consulting|, Consulting ,22621063.0,operating,GBR,1.0,,2011-02-22,2011-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,22621063.0,1,0,1
|Fashion|, Fashion ,4000000.0,acquired,CHN,1.0,1999-09-01,2003-03-01,2003-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27.0,1277.0,0.0,4000000.0,1,2,1
|Group Buying|Location Based Services|Networking|Mobile|, Location Based Services ,20000.0,closed,USA,1.0,2010-05-01,2010-05-01,2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,0.0,0.0,20000.0,1,1,0
|Mobile|Transportation|E-Commerce Platforms|E-Commerce|, Transportation ,192357.0,operating,missing,2.0,2013-11-01,2014-03-01,2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,13.0,120.0,92.0,96178.5,0,1,0
|Video|Games|, Games ,125000.0,operating,CAN,1.0,2008-01-01,2013-09-10,2013-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,2079.0,0.0,125000.0,1,1,0
|Software|, Software ,57200000.0,closed,USA,3.0,,2010-12-22,2013-02-06,0.0,0.0,0.0,57200000.0,0.0,0.0,0.0,0,0,0,,,777.0,19066666.666666668,0,0,0
|Health Care|, Health Care ,20200000.0,operating,CHN,2.0,,2010-11-08,2010-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,43.0,10100000.0,0,0,1
|Social Media|, Social Media ,,operating,USA,1.0,2012-01-01,2011-03-01,2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,0.0,0.0,,1,0,0
missing,missing,7500.0,operating,USA,1.0,,2013-06-01,2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,0.0,7500.0,1,1,0
|E-Commerce|, E-Commerce ,40000.0,operating,CHL,1.0,,2012-08-10,2012-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,40000.0,1,1,0
|Social Media|, Social Media ,157397.0,operating,missing,2.0,2012-05-01,2012-07-01,2014-05-01,0.0,0.0,0.0,0.0,157397.0,0.0,0.0,0,0,1,14.0,61.0,669.0,78698.5,0,0,0
|Restaurants|, Restaurants ,15000000.0,operating,VNM,1.0,2007-01-01,2014-09-28,2014-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,2827.0,0.0,15000000.0,1,3,1
|Biotechnology|, Biotechnology ,12613293.0,operating,USA,2.0,2004-01-01,2009-04-06,2012-04-02,0.0,0.0,7613268.0,0.0,0.0,0.0,0.0,0,0,0,22.0,1922.0,1092.0,6306646.5,0,0,1
|Consulting|Local Businesses|, Consulting ,,operating,USA,1.0,2007-02-01,2011-05-29,2011-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,1578.0,0.0,,1,0,0
|Health and Wellness|, Health and Wellness ,500000.0,operating,USA,1.0,,2012-08-15,2012-08-15,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0,0,0,,,0.0,500000.0,1,0,0
|Biotechnology|, Biotechnology ,7800000.0,operating,USA,2.0,2006-01-01,2009-02-17,2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,1143.0,225.0,3900000.0,0,3,1
|Transportation|Clean Technology|, Transportation ,3781807.0,operating,missing,1.0,1997-01-01,2010-05-27,2010-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,29.0,4894.0,0.0,3781807.0,1,0,1
|Software|, Software ,2250000.0,operating,USA,1.0,2011-01-01,2011-07-07,2011-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,187.0,0.0,2250000.0,1,0,1
|E-Commerce|, E-Commerce ,500000.0,closed,USA,1.0,2011-07-25,2011-06-25,2011-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,0.0,0.0,500000.0,1,1,0
|Pharmaceuticals|, Pharmaceuticals ,60000.0,operating,missing,1.0,2014-03-14,2014-05-20,2014-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,12.0,67.0,0.0,60000.0,1,1,0
|Biotechnology|, Biotechnology ,13875434.0,operating,CHN,2.0,,2008-03-01,2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,365.0,6937717.0,0,3,1
|Health Care|, Health Care ,500000.0,operating,USA,1.0,2012-01-01,2014-06-10,2014-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,891.0,0.0,500000.0,1,1,0
|Clean Technology|, Clean Technology ,,operating,USA,1.0,2005-09-12,2011-08-23,2011-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,2171.0,0.0,,1,0,0
|Clean Technology|, Clean Technology ,1161200.0,operating,IRL,1.0,,2011-04-20,2011-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,1161200.0,1,0,1
missing,missing,1424131.0,operating,missing,1.0,,2014-05-08,2014-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,0.0,1424131.0,1,1,0
|Software|, Software ,300000.0,operating,CAN,1.0,2008-01-01,2014-06-19,2014-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,2361.0,0.0,300000.0,1,0,0
|Finance|E-Commerce|Telecommunications|Security|, Finance ,500000.0,operating,ISR,1.0,2010-01-01,2013-07-10,2013-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,1286.0,0.0,500000.0,1,1,0
|Music|Photography|Web Design|Interface Design|User Experience Design|Design|Web Development|Web Hosting|Curated Web|, Design ,,operating,USA,1.0,2013-07-01,2013-07-01,2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,0.0,0.0,,1,0,0
|Biotechnology|, Biotechnology ,7320000.0,operating,FRA,1.0,,2009-09-14,2009-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,7320000.0,1,0,1
|Enterprise Software|, Enterprise Software ,30000000.0,acquired,CAN,1.0,1997-01-01,2013-03-05,2013-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,29.0,5907.0,0.0,30000000.0,1,0,1
|Clean Technology|, Clean Technology ,15000000.0,operating,USA,1.0,,2008-07-11,2008-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,15000000.0,1,0,1
|Biotechnology|, Biotechnology ,22000000.0,operating,USA,1.0,2001-01-01,2009-01-16,2009-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25.0,2937.0,0.0,22000000.0,1,0,1
|Biotechnology|, Biotechnology ,1793750.0,operating,USA,3.0,2008-01-01,2009-06-05,2013-07-18,0.0,0.0,0.0,1008750.0,0.0,0.0,0.0,0,0,0,18.0,521.0,1504.0,597916.6666666666,0,0,1
|Clean Technology|, Clean Technology ,,operating,CAN,1.0,2009-12-12,2014-01-19,2014-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,1499.0,0.0,,1,0,0
|Clean Technology|, Clean Technology ,8974291.0,operating,FRA,2.0,2002-01-01,2010-06-02,2013-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,3074.0,1299.0,4487145.5,0,3,1
|Fitness|Sporting Goods|Sports|, Sporting Goods ,,operating,USA,1.0,2014-01-07,2013-11-14,2013-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,0.0,0.0,,1,0,0
|Outdoors|Clean Energy|Hardware + Software|, Hardware + Software ,12000.0,operating,USA,1.0,2013-09-04,2013-09-17,2013-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,13.0,0.0,12000.0,1,0,1
missing,missing,,acquired,GBR,1.0,,2008-06-30,2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,0.0,,1,0,0
|Home & Garden|E-Commerce|, Home & Garden ,,operating,USA,1.0,2011-04-01,2011-09-01,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,153.0,0.0,,1,0,0
|Biotechnology|, Biotechnology ,25000.0,operating,USA,1.0,2010-01-01,2010-08-24,2010-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,235.0,0.0,25000.0,1,0,1
|Health and Wellness|, Health and Wellness ,3647935.0,operating,USA,2.0,,2009-09-11,2010-04-14,0.0,0.0,0.0,3647935.0,0.0,0.0,0.0,0,0,0,,,215.0,1823967.5,0,0,0
|Manufacturing|, Manufacturing ,,operating,USA,1.0,2009-08-19,2011-11-16,2011-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,819.0,0.0,,1,0,0
|Manufacturing|, Manufacturing ,3429998.0,operating,USA,2.0,2005-01-01,2010-12-01,2012-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,2160.0,418.0,1714999.0,0,3,1
missing,missing,3693000.0,operating,USA,2.0,2008-01-01,2011-07-01,2012-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,18.0,1277.0,259.0,1846500.0,0,0,1
|Agriculture|Water|Analytics|, Agriculture ,40094161.0,operating,USA,4.0,2002-01-01,2004-11-11,2012-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24.0,1045.0,2955.0,10023540.25,0,2,1
|Energy|Clean Technology|, Energy ,,operating,CAN,1.0,2010-01-01,2013-05-07,2013-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,1222.0,0.0,,1,0,0
|Health and Wellness|, Health and Wellness ,3060100.0,operating,USA,1.0,,2014-02-03,2014-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,3060100.0,1,0,1
|Parenting|Curated Web|, Curated Web ,,closed,USA,1.0,2004-07-01,2008-01-01,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,1279.0,0.0,,1,0,0
|Biotechnology|, Biotechnology ,1000000.0,operating,USA,1.0,,2010-04-13,2010-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,1000000.0,1,0,1
|Biotechnology|, Biotechnology ,3499976.0,operating,USA,1.0,1999-01-01,2011-11-17,2011-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27.0,4703.0,0.0,3499976.0,1,0,0
|Biotechnology|, Biotechnology ,3420900.0,operating,USA,4.0,2007-01-01,2010-02-25,2013-12-13,0.0,0.0,0.0,2045000.0,0.0,0.0,0.0,0,0,0,19.0,1151.0,1387.0,855225.0,0,0,1
|Health and Wellness|, Health and Wellness ,,operating,USA,1.0,,2014-03-24,2014-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Biotechnology|, Biotechnology ,8990000.0,operating,DEU,1.0,,2005-08-23,2005-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,8990000.0,1,0,1
|Clean Technology|, Clean Technology ,311453228.0,operating,USA,4.0,2009-01-01,2008-11-01,2013-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,0.0,1822.0,77863307.0,0,3,1
|Health and Wellness|, Health and Wellness ,300000.0,operating,USA,1.0,2012-03-17,2009-10-22,2009-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,0.0,0.0,300000.0,1,0,1
|Curated Web|, Curated Web ,50000.0,operating,FRA,1.0,2004-06-01,2006-12-01,2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,913.0,0.0,50000.0,1,1,0
|Manufacturing|, Manufacturing ,,operating,CHN,1.0,2003-01-01,2008-11-01,2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.0,2131.0,0.0,,1,0,0
|Finance|, Finance ,21500000.0,operating,DNK,2.0,,2006-07-17,2007-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,178.0,10750000.0,0,3,1
|Software|, Software ,,operating,USA,1.0,,2010-12-07,2010-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Apps|Social Media|Events|Mobile|Search|, Mobile ,26001.0,operating,ESP,1.0,2013-04-01,2013-03-10,2013-03-10,0.0,0.0,0.0,0.0,26001.0,0.0,0.0,0,0,0,13.0,0.0,0.0,26001.0,1,0,0
|Consumers|Reviews and Recommendations|Web Tools|Social Media|Curated Web|, Consumers ,30015.0,operating,CAN,1.0,,2013-02-01,2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,30015.0,1,1,0
|Ediscovery|Social Media|Internet|Curated Web|, Ediscovery ,370000.0,operating,USA,2.0,2011-10-31,2011-12-02,2012-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,32.0,200.0,185000.0,0,1,0
|Entertainment|File Sharing|Social Media|, Social Media ,1000.0,operating,missing,1.0,2011-10-01,2011-09-01,2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,15.0,0.0,0.0,1000.0,1,1,0
|Manufacturing|, Manufacturing ,336000.0,operating,SWE,1.0,2004-01-01,2008-03-27,2008-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,1547.0,0.0,336000.0,1,0,1
|Sports|, Sports ,,operating,USA,1.0,,2011-06-07,2011-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Software|, Software ,15200000.0,acquired,USA,3.0,2006-01-01,2007-07-16,2009-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,561.0,591.0,5066666.666666667,0,3,1
|News|Creative|Fashion|, News ,671800.0,operating,DEU,1.0,2007-06-27,2007-06-01,2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,0.0,0.0,671800.0,1,1,0
|Software|Restaurants|Hospitality|, Restaurants ,7604450.0,operating,USA,3.0,2001-01-01,2006-05-27,2012-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25.0,1972.0,2089.0,2534816.6666666665,0,3,1
|Publishing|Games|Monetization|Mobile|, Mobile ,110000.0,operating,GBR,1.0,2010-01-01,2012-06-01,2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,882.0,0.0,110000.0,1,1,0
|Health Care|, Health Care ,12557041.0,operating,USA,8.0,2003-01-01,2009-02-25,2013-05-14,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0,0,0,23.0,2247.0,1539.0,1569630.125,0,3,1
|Curated Web|, Curated Web ,235536.0,operating,POL,1.0,2008-01-01,2008-01-01,2008-01-01,0.0,0.0,0.0,0.0,0.0,235536.0,0.0,0,0,0,18.0,0.0,0.0,235536.0,1,0,0
|Mobile|Games|, Games ,60000.0,operating,missing,1.0,2013-05-01,2013-07-13,2013-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,13.0,73.0,0.0,60000.0,1,1,0
|3D|Curated Web|, 3D ,2800000.0,operating,USA,2.0,2010-01-01,2012-12-01,2014-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,1065.0,439.0,1400000.0,0,1,0
|Software|, Software ,11800000.0,acquired,USA,2.0,,2006-08-30,2009-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,916.0,5900000.0,0,0,1
|Cloud Management|Software|, Cloud Management ,9900000.0,acquired,USA,2.0,2004-01-01,2006-05-10,2007-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,860.0,391.0,4950000.0,0,3,1
|Advertising|, Advertising ,1200000.0,acquired,USA,1.0,,2011-10-27,2011-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,1200000.0,1,0,1
|Web Tools|Business Productivity|Financial Services|, Financial Services ,,acquired,USA,1.0,1981-01-01,1991-08-09,1991-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,45.0,3872.0,0.0,,1,0,0
|Health Care|Biotechnology|, Health Care ,165961509.0,operating,USA,7.0,2006-01-01,2007-09-05,2011-11-04,0.0,0.0,0.0,48489511.0,0.0,0.0,0.0,0,0,0,20.0,612.0,1521.0,23708787.0,0,3,1
|E-Commerce|, E-Commerce ,1028880.0,operating,USA,2.0,2009-01-01,2010-11-09,2014-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,677.0,1374.0,514440.0,0,0,1
|Curated Web|, Curated Web ,75762572.0,operating,GBR,1.0,2010-02-01,2013-05-23,2013-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,1207.0,0.0,75762572.0,1,0,0
|Games|, Games ,3000000.0,operating,USA,1.0,,2007-05-07,2007-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,3000000.0,1,0,1
|Software|, Software ,550000.0,operating,USA,2.0,2008-12-05,2008-06-03,2008-08-12,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0,0,0,18.0,0.0,70.0,275000.0,0,1,0
|Search|Ediscovery|Local|Analytics|, Local ,1150000.0,,USA,2.0,,2009-05-09,2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,480.0,575000.0,0,1,0
missing,missing,700000.0,acquired,USA,1.0,,2012-03-01,2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,0.0,700000.0,1,1,0
|Consulting|, Consulting ,,operating,DEU,1.0,1993-01-01,1993-01-01,1993-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,33.0,0.0,0.0,,1,0,0
|Biotechnology|, Biotechnology ,19654.0,operating,missing,1.0,1999-03-01,2013-06-26,2013-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,27.0,5231.0,0.0,19654.0,1,1,0
|Biotechnology|, Biotechnology ,833600.0,operating,USA,1.0,1988-01-01,2012-03-12,2012-03-12,0.0,0.0,0.0,833600.0,0.0,0.0,0.0,0,0,0,38.0,8837.0,0.0,833600.0,1,0,0
|Finance|Financial Services|Mobile Payments|Mobile|Internet|Technology|Banking|Payments|Software|, Mobile ,,operating,CAN,1.0,2000-02-01,2014-06-03,2014-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26.0,5236.0,0.0,,1,0,0
|Web Tools|Social Media|, Web Tools ,1163213.0,operating,CHE,4.0,2009-01-01,2008-11-28,2012-04-01,0.0,0.0,0.0,0.0,1063213.0,0.0,0.0,0,0,0,17.0,0.0,1220.0,290803.25,0,1,0
missing,missing,,operating,USA,1.0,,2012-05-31,2012-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,0.0,,1,0,0
|Curated Web|, Curated Web ,100000.0,closed,USA,1.0,,2007-10-01,2007-10-01,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0,0,0,,,0.0,100000.0,1,0,0
|Health and Wellness|Education|Collaboration|World Domination|Curated Web|, Collaboration ,3581700.0,operating,FRA,4.0,2008-04-03,2008-01-01,2011-06-15,0.0,0.0,0.0,0.0,3581700.0,0.0,0.0,0,0,0,18.0,0.0,1261.0,895425.0,0,0,0
|Energy|, Energy ,,operating,CAN,1.0,2013-05-24,2014-07-22,2014-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,424.0,0.0,,1,0,0
|Software|, Software ,500000.0,operating,USA,1.0,2012-01-01,2014-07-23,2014-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,934.0,0.0,500000.0,1,1,0
|Bitcoin|Mobile Payments|IT and Cybersecurity|, IT and Cybersecurity ,,operating,USA,1.0,2014-07-01,2014-08-01,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,31.0,0.0,,1,0,0
|Biotechnology|, Biotechnology ,7448268.0,operating,USA,2.0,2000-01-01,2010-10-19,2010-11-12,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0,0,0,26.0,3944.0,24.0,3724134.0,0,0,1
|Software|Education|Curated Web|, Curated Web ,25000.0,closed,missing,1.0,2009-04-01,2009-04-01,2009-04-01,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0,0,1,17.0,0.0,0.0,25000.0,1,0,0
|Cyber Security|Security|, Cyber Security ,34500000.0,operating,USA,4.0,2008-01-01,2009-04-06,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,461.0,1731.0,8625000.0,0,3,1
|Consumer Electronics|Customer Service|Sales and Marketing|Life Sciences|Hardware + Software|, Hardware + Software ,33625000.0,operating,USA,4.0,2011-01-01,2011-08-15,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,226.0,1051.0,8406250.0,0,3,1
missing,missing,661448.0,operating,KOR,2.0,2011-06-13,2012-05-30,2013-08-21,0.0,0.0,0.0,0.0,89155.0,0.0,0.0,1,1,0,15.0,352.0,448.0,330724.0,0,2,1
|Brand Marketing|Lead Generation|Advertising|, Brand Marketing ,100000.0,operating,USA,1.0,2009-07-01,2009-07-01,2009-07-01,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,0.0,0.0,100000.0,1,0,0
|Event Management|Real Time|Broadcasting|Consumer Electronics|Games|, Event Management ,53980.0,operating,ARG,1.0,2012-05-01,2012-10-01,2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,153.0,0.0,53980.0,1,1,0
|Hardware + Software|, Hardware + Software ,752000.0,closed,USA,2.0,2008-01-14,2008-01-19,2011-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,5.0,1314.0,376000.0,0,1,1
|Clean Technology|, Clean Technology ,346481.0,operating,JPN,3.0,2008-06-13,2010-01-27,2013-04-02,0.0,0.0,0.0,0.0,39104.0,0.0,0.0,0,0,0,18.0,593.0,1161.0,115493.66666666667,0,2,1
missing,missing,,,missing,1.0,2012-01-01,2014-05-13,2014-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,14.0,863.0,0.0,,1,0,0
|Fashion|, Fashion ,57500.0,operating,USA,1.0,2007-01-01,2010-04-12,2010-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,1197.0,0.0,57500.0,1,0,1
|Public Relations|, Public Relations ,,operating,USA,1.0,2014-02-25,2014-02-25,2014-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,0.0,0.0,,1,0,0
